id_habilidad,id_heroe,Héroe,Nombre de Habilidad,Descripción,Imagen
590,97,Bane,Nightmare,"En inglés: Nightmare.  Duerme a un héroe aliado o enemigo objetivo. Las unidades durmientes despiertan al recibir daño. Si el objetivo es atacado directamente\, la Pesadilla pasa a la unidad atacante. Bane puede atacar e infligir daño a unidades afectadas por Pesadilla libremente.",https://es.dotabuff.com/assets/skills/bane-nightmare-5014-5799561c1b332656cc639a7ef05e444d629e8894d0ca85f05ed5aadc89c7f334.jpg
591,97,Bane,Fiend's Grip,"En inglés: Fiend's Grip.  CANALIZADA: Agarra a una unidad enemiga\, incapacitándola\, causándole gran cantidad de daño con el tiempo y robándole maná cada 0.5 s según la cantidad máxima de maná de la unidad.",https://es.dotabuff.com/assets/skills/bane-fiends-grip-5013-5a4a3d72e41dd4429b18a2f55fedd5d379805c2210adad64718e308fb9771c4e.jpg
592,97,Bane,Nightmare End,"En inglés: Nightmare End.  Detiene todas las pesadillas en curso.",https://es.dotabuff.com/assets/skills/bane-nightmare-end-5523-975e87318bfdda516bc40a1c76bb9c22a2ef0a9da1a2f0e9414ab827973dcb09.jpg
593,97,Bane,Ichor of Nyctasha,"En inglés: Ichor of Nyctasha.  Las ganancias de los atributos de Bane se reparten entre los tres atributos: los objetos que otorguen +3 de fuerza ahora otorgan +1 de fuerza/agilidad/inteligencia.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
594,98,Batrider,Sticky Napalm,"En inglés: Sticky Napalm.  Empapa un área de aceite pegajoso\, amplificando el daño de los ataques y habilidades de Batrider\, y ralentiza la velocidad de movimiento y giro de los enemigos. Lanzamientos adicionales de Napalm Pegajoso aumentan el daño\, hasta un máximo de 10 / 10 / 10 / 10 acumulaciones. Aplica una pequeña cantidad de daño con cada lanzamiento.",https://es.dotabuff.com/assets/skills/batrider-sticky-napalm-5320-b61ba48f3ccd2360420659ca961be270184c87aac268b47490a0d0b2a63b27d3.jpg
595,98,Batrider,Flamebreak,"En inglés: Flamebreak.  Lanza un cóctel explosivo que estalla cuando alcanza el lugar objetivo y hace retroceder\, ralentiza e inflige daño con el tiempo a los enemigos en el área.",https://es.dotabuff.com/assets/skills/batrider-flamebreak-5321-75a1e7d8c75ec8220ec5646c9a41dd4307294aa088590d04e08b5dcf6d9a0bdf.jpg
596,98,Batrider,Firefly,"En inglés: Firefly.  Batrider levanta el vuelo y deja una estela de fuego desde el aire. Este fuego daña a los enemigos que toca y destruye los árboles por debajo de Batrider.",https://es.dotabuff.com/assets/skills/batrider-firefly-5322-3008d3e4bd9a83e69167c72f45b69cde9170240c0e3c68956f3c9ad30de2549c.jpg
597,98,Batrider,Smoldering Resin,"En inglés: Smoldering Resin.  Los ataques de Batrider aplican un efecto negativo que inflige un 20 % de daño de ataque cada 1 s durante 2 s.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
598,98,Batrider,Flaming Lasso,"En inglés: Flaming Lasso.  Batrider ata a un enemigo y lo arrastra a su paso. Las víctimas arrastradas no pueden moverse\, atacar o usar habilidades. Teletransportarse o usar la traslación rompe la atadura.",https://es.dotabuff.com/assets/skills/batrider-flaming-lasso-5323-defeee04d229a8233c69b958473bb689f459276b29240a6edc5478d27fe20966.jpg
599,99,Beastmaster,Rugged,"La probabilidad de bloquear daño de los héroes cuerpo a cuerpo de Beastmaster aumenta del 50 % al 100 % contra unidades que no sean héroes.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
600,100,Brewmaster,Thunder Clap,"En inglés: Thunder Clap.  Aporrea el suelo\, infligiendo daño y ralentizando la velocidad de movimiento y la frecuencia de ataque de las unidades enemigas cercanas.",https://es.dotabuff.com/assets/skills/brewmaster-thunder-clap-5400-8ff1f8be0b0c3f543fef2c9e235632d6bb4130c206736130e47e7604a89557db.jpg
601,100,Brewmaster,Cinder Brew,"En inglés: Cinder Brew.  Se empapa a sí mismo y un área en alcohol\, lo que hace que las unidades enemigas se muevan más despacio y ardan al recibir cualquier daño puro o mágico. La duración aumenta 3 s cuando los enemigos arden. Mientras Brewmaster está afectado por dicha habilidad\, sus posturas de Camorrista Borracho son más fuertes. Infligir o recibir daño mágico también hace que Brewmaster esté afectado por Borrachera Abrasadora más tiempo.",https://es.dotabuff.com/assets/skills/brewmaster-cinder-brew-7310-5dd223b837c0e580e22c355f6d3e4a03f251841bf87848f2f2d09827e3f63693.jpg
602,100,Brewmaster,Drunken Brawler,"En inglés: Drunken Brawler.  Brewmaster puede cambiar de postura en función de los elementos que controla\, obteniendo bonificaciones pasivas que mejoran contra los enemigos cuando está afectado por Borrachera Abrasadora. Camorrista de Tierra: otorga 2 / 4 / 6 / 8 de armadura y un 5 / 10 / 15 / 20 % de resistencia a la magia. Las bonificaciones son 2.5 veces superiores cuando se está afectado por Borrachera Abrasadora. Camorrista de Tormenta: otorga un 15 / 20 / 25 / 30 % de evasión y un 4 / 6 / 8 / 10 % de velocidad de movimiento adicional. Las bonificaciones son 2.5 veces superiores cuando se está afectado por Borrachera Abrasadora. Camorrista de Fuego: otorga un 20 % de probabilidad de impacto crítico para un 120 / 140 / 160 / 180 % de tu daño de ataque y 10 / 15 / 20 / 25 de velocidad de ataque. La probabilidad de impacto crítico y la velocidad de ataque son 2.5 veces superiores cuando se está afectado por Borrachera Abrasadora. Camorrista de Vacío: otorga a Brewmaster un 5 / 10 / 15 / 20 % adicional de resistencia a efectos negativos y aplica un 10 / 15 / 20 / 25 % de ralentización durante 2 s al atacar. La ralentización y la resistencia a efectos negativos son 2.5 veces superiores cuando se está afectado por Borrachera Abrasadora.",https://es.dotabuff.com/assets/skills/brewmaster-drunken-brawler-5402-f827240c1310c812599d4922cae463979ebe25c86949a4cb8f44e88a7493bdc1.jpg
603,100,Brewmaster,Primal Companion,"En inglés: Primal Companion.  Crea un Brewlecito basado en la postura actual de Camorrista Borracho de Brewmaster.  No se podrá invocar un nuevo Brewlecito durante 3 s si el actual recibe daño de héroes enemigos o de unidades controladas por héroes. Si el Brewlecito muere\, la habilidad pasa a tiempo de recarga durante 70 s.  Solo puede existir un Brewlecito a la vez. Si Brewmaster usa Escisión Primordial\, el Brewlecito existente desaparece.",https://es.dotabuff.com/assets/skills/brewmaster-primal-companion-942-2eda453b6a38c9eff7f3ca683f801e40a7406f72f033c6ba5a6e95694adbf450.jpg
604,100,Brewmaster,Primal Split,"En inglés: Primal Split.  Divide a Brewmaster en elementos\, formando 4 guerreros especializados y expertos en supervivencia\, cada uno con sus propias habilidades. Si cualquiera de ellos sobrevive hasta el final de la duración de su invocación\, Brewmaster renace.",https://es.dotabuff.com/assets/skills/brewmaster-primal-split-5403-98eed8ae11bf0d43005bbd4b18e59acebff8b00fa4af1b31ab44214d38de6c98.jpg
605,100,Brewmaster,Belligerent,"En inglés: Belligerent.  Brewmaster obtiene un 25 % de daño de ataque adicional durante 15 s cuando finaliza Escisión Primordial y durante 45 s cuando reaparece.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
606,101,Broodmother,Insatiable Hunger,"En inglés: Insatiable Hunger.  Un violento deseo por fluidos vitales aumenta el daño de ataque de Broodmother y le da un ataque vampírico.",https://es.dotabuff.com/assets/skills/broodmother-insatiable-hunger-5282-4c7ab22f6b1668b5a24c75b244bf2b3e7f4fbedea1fdaedf9dcc56b2dc42c3b1.jpg
607,101,Broodmother,Spin Web,"En inglés: Spin Web.  Teje una gran telaraña que da a Broodmother un aumento pasivo de velocidad de movimiento y aumenta su velocidad de giro\, mientras está cerca\, además de otorgarle movimiento libre.  Se puede lanzar Tejer Telaraña desde cualquier lugar siempre y cuando la nueva telaraña toque una telaraña existente. Las telarañas nunca desaparecen\, pero se pueden destruir manualmente. Cuando se excede el límite máximo\, la telaraña más vieja desaparece.",https://es.dotabuff.com/assets/skills/broodmother-spin-web-5280-2ee712a82b8fa835a57ecc179348ba6e13366ae479ef9cd71ec4e1f404aa0005.jpg
608,101,Broodmother,Incapacitating Bite,"En inglés: Incapacitating Bite.  El veneno de Broodmother paraliza a las unidades enemigas\, haciendo que sus ataques ralenticen y que la unidad afectada pueda fallar sus ataques y sufrir daño extra de los ataques.",https://es.dotabuff.com/assets/skills/broodmother-incapacitating-bite-5281-dd217068a918e3ff25e858b1303a3f35991fa22bdcf23009955803bd22f7c174.jpg
609,101,Broodmother,Spinner's Snare,"En inglés: Spinner's Snare.  Broodmother puede crear hasta 5 líneas de telaraña invisibles junto a cualquier telaraña existente. Los héroes enemigos que crucen la línea de telaraña activarán la trampa\, quedando inmovilizados y revelados en la niebla de guerra\, y recibirán daño con el tiempo. Varios héroes pueden tropezar en la misma línea hasta que sea destruida tras la activación inicial. El equipo de Broodmother será notificado en el minimapa cada vez que un enemigo active la trampa.",https://es.dotabuff.com/assets/skills/broodmother-spinners-snare-873-5992f885da2525e1b2ce3ca382cc130d8d23c43fa6e6060f7099ccfb88247598.jpg
610,101,Broodmother,Spider's Milk,"En inglés: Spider's Milk.  Cuando Broodmother mata a una unidad\, ella y las unidades que controla en un radio de 600 reciben un efecto positivo que las cura en un porcentaje de la vida de las víctimas cada 0.5 s. La curación por matar creeps se reduce un 40 %.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
611,101,Broodmother,Spawn Spiderlings,"En inglés: Spawn Spiderlings.  Broodmother inyecta sus crías en una unidad enemiga\, infligiéndole daño y ralentizándola durante 4 s. Las crías de araña nacerán si el objetivo muere mientras esté bajo su efecto.",https://es.dotabuff.com/assets/skills/broodmother-spawn-spiderlings-5279-982dee0405b97eb5b38f1dce564a7911184e265fa5d2e147fddea7fc2656ce49.jpg
612,102,Chen,Penitence,"En inglés: Penitence.  Obliga a una unidad enemiga a moverse más despacio y hace que los aliados la ataquen más rápido. Chen puede atacar al objetivo de Penitencia con alcance de ataque adicional.",https://es.dotabuff.com/assets/skills/chen-penitence-5328-deca423b0ba7c06d2032d13476c33496e3bec99e45ad0b8a41bc160731f7bc3a.jpg
613,102,Chen,Holy Persuasion,"En inglés: Holy Persuasion.  Chen toma el control de un creep enemigo o neutral y recibe un porcentaje de su recompensa. Su vida máxima se establece en 400 + 50 por nivel de Chen. Los creeps convertidos tendrán mayor velocidad de movimiento y daño adicional.",https://es.dotabuff.com/assets/skills/chen-holy-persuasion-5330-dd79804b2818d059d504e3ce4287975fe6d53afd34660ee0e655849bd7b399d9.jpg
614,102,Chen,Divine Favor,"En inglés: Divine Favor.  Proporciona pasivamente un aura que aumenta la regeneración de vida. Se puede lanzar sobre aliados para proporcionarles armadura adicional y aumentar la curación y regeneración de vida que reciben.  Si se lanza sobre Chen\, todas las unidades controladas por Chen se teletransportarán hasta él. Recibir daño de héroes enemigos o de sus unidades cancelará el teletransporte.",https://es.dotabuff.com/assets/skills/chen-divine-favor-7306-da5c070dab7ebab5745d0c717cca5ee52ab50209d5237eb750be5a04a8a8c93f.jpg
615,102,Chen,Summon Convert,"Chen summons a convert to fight for him. The convert gains bonuses from Holy Persuasion and dies if Chen dies. Its maximum health is set to 220 + 80 per Chen Level.  The spell stays on cooldown while the convert is alive\, but refreshes whenever Chen respawns. The Convert counts towards Holy Persuasion max unit count. The Convert's ability levels upgrade with levels of Holy Persuasion.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
616,102,Chen,Hand of God,"En inglés: Hand of God.  Cura a todos los héroes aliados del mapa y a todas las unidades bajo el control de Chen. Al principio se aplica una curación grande\, y luego una lenta durante 10 s.",https://es.dotabuff.com/assets/skills/chen-hand-of-god-5331-c4879212abe6d2039ea7265091c3cc4ee5443876a2435298fb9b57998a909225.jpg
617,103,Clockwerk,Battery Assault,"En inglés: Battery Assault.  Descarga metralla violentamente contra unidades enemigas cercanas aleatorias\, infligiendo una cantidad de daño mágico mínima y miniaturdiendo.",https://es.dotabuff.com/assets/skills/clockwerk-battery-assault-5237-1b5a9cd64fd064e25aa3bb57fde5bc0745e8bb00ee1154de3e518d22155f95b7.jpg
618,103,Clockwerk,Power Cogs,"En inglés: Power Cogs.  Forma un anillo de engranajes electrificados alrededor de Clockwerk\, atrapando a cualquier unidad cercana. Los enemigos fuera de la trampa que toquen un engranaje retroceden\, perdiendo vida y maná. Después de que un engranaje electrocuta a alguien\, se descarga. Se aumenta el daño un 50 % del maná quemado.  Los enemigos pueden destruir los engranajes con sus ataques\, pero Clockwerk puede empujarlos para alejarlos a 1000 de distancia con un solo golpe.",https://es.dotabuff.com/assets/skills/clockwerk-power-cogs-5238-df28499718f22723f6d9eb1b57d8bd57a21975b698682eb9fca5629041f4db82.jpg
619,103,Clockwerk,Rocket Flare,"En inglés: Rocket Flare.  Dispara una bengala con alcance global que explota sobre un área en concreto. Al impactar\, los enemigos que se encuentren en el área reciben daño y son brevemente ralentizados. Cohete Bengala proporciona visión sobre la zona de impacto durante 6 s.",https://es.dotabuff.com/assets/skills/clockwerk-rocket-flare-5239-43db2ff51e68504e2b853699e56caf40a9eb5916084e36c1b6e3fc1a58887044.jpg
620,103,Clockwerk,Overclocking,"En inglés: Overclocking.  Sobrecarga las habilidades de Clockwerk: Batería de Asalto afecta a todos los enemigos dentro de su alcance; la velocidad de ataque de Clockwerk en Engranajes Electrificados aumenta; Cohete Bengala tiene un tiempo de recarga reducido y dispara cohetes adicionales a ambos lados del objetivo; el radio de aturdimiento y la duración de Garfio aumentan; Mochila Propulsora se mueve más rápido. La velocidad de movimiento y la de ataque de Clockwerk se reducen lentamente tras finalizar la duración.",https://es.dotabuff.com/assets/skills/clockwerk-overclocking-321-5f26285deb6597afd45ab5973294db2d73a296b1537b10e98ffe04ece0403bbf.jpg
621,103,Clockwerk,Jetpack,"En inglés: Jetpack.  Clockwerk activa una mochila propulsora que le otorga desplazamiento y visión aéreos y velocidad de movimiento adicional. Clockwerk tiene una velocidad de giro muy limitada durante este período y no puede atacar. Mochila Propulsora se cancela al lanzar Garfio.",https://es.dotabuff.com/assets/skills/clockwerk-jetpack-630-19a5123fc73b73100fd2353a8154baf2d0ca0bc06ff2ab05a0a16c75d84bd5f1.jpg
622,103,Clockwerk,Hookshot,"En inglés: Hookshot.  Dispara un garfio rápidamente al punto objetivo. Si el garfio alcanza a una unidad\, Clockwerk se lanza hacia ese objetivo\, aturdiendo e infligiendo daño a cualquiera que se encuentre en un radio de 175 alrededor del objetivo alcanzado. Cualquier enemigo con el que Clockwerk choque por el camino es dañado y aturdido.",https://es.dotabuff.com/assets/skills/clockwerk-hookshot-5240-d0face44c020a95a8ba69611bc40f68746a4be175ce85524e1be675e6ff0aee7.jpg
623,103,Clockwerk,Armor Power,"En inglés: Armor Power.  El daño infligido de Clockwerk aumenta un 0.25 % por cada punto de armadura.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
624,104,Dark Seer,Vacuum,"En inglés: Vacuum.  Dark Seer crea un vacío sobre el área objetivo que succiona a las unidades enemigas\, perturbándolas e infligiéndoles daño.",https://es.dotabuff.com/assets/skills/dark-seer-vacuum-5255-963b7c4799390bc019bb6ba1b0cedbb368a30627d7907786e79be9f2b4973d72.jpg
625,104,Dark Seer,Ion Shell,"En inglés: Ion Shell.  Envuelve a la unidad objetivo con un escudo espinoso que daña a las unidades enemigas en un área a su alrededor.",https://es.dotabuff.com/assets/skills/dark-seer-ion-shell-5256-be965f9b70751788688b9b3addb97efaeca695bdaee663ad64e38095ee213d64.jpg
626,104,Dark Seer,Surge,"En inglés: Surge.  Carga a la unidad aliada objetivo con poder\, otorgándole un breve subidón de velocidad de movimiento en fase. Permite a la unidad alcanzar el máximo de velocidad de movimiento y no puede ser ralentizada.",https://es.dotabuff.com/assets/skills/dark-seer-surge-5257-4fc63886a6657cddcf0b375b5a8bfb62949631a2d9dd46738833c9862e6b7de0.jpg
627,104,Dark Seer,Normal Punch,"En inglés: Normal Punch.  Habilidad pasiva. Hace que el siguiente ataque de Dark Seer a un héroe tenga Ataque Certero y expulse una réplica de la víctima\, dañándola y aturdiéndola en función de la distancia recorrida por Dark Seer en los últimos 3 s. La potencia máxima se alcanza tras recorrer 1100 de distancia.",https://es.dotabuff.com/assets/skills/dark-seer-normal-punch-687-7bb3771f41fad0238465b574a95610a503906c2d280bb5b7fb48ee81311c0d69.jpg
628,104,Dark Seer,Aggrandize,"En inglés: Aggrandize.  Cuando Dark Seer sube de nivel\, restaura un porcentaje de su vida y su maná máximos. El porcentaje restaurado es equivalente al 10 % más el 1.5 % por cada nivel del héroe.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
629,104,Dark Seer,Wall of Replica,"En inglés: Wall of Replica.  Levanta un muro de luz deformante que ralentiza\, daña y crea réplicas de cualquier héroe enemigo que lo atraviese. Las réplicas de los enemigos sirven a la voluntad de Dark Seer y duran hasta que son destruidas o finaliza la duración del muro.",https://es.dotabuff.com/assets/skills/dark-seer-wall-of-replica-5258-b87722f5cffb7655cddb603ef8a487bb33176a2915c7af987362760b32c147ee.jpg
630,105,Dark Willow,Bramble Maze,"En inglés: Bramble Maze.  Dark Willow crea un laberinto de 8 zarzas con un área de efecto de 500 que crece en el área objetivo después de 0.3 s. Los enemigos que pisan una zarza quedan inmovilizados y reciben daño con el tiempo. Dura 12 s.",https://es.dotabuff.com/assets/skills/dark-willow-bramble-maze-6339-780c536b4f1dd9be9616f0dd9de026fde7046525fc55431168aff1fdc9ad6a0a.jpg
631,105,Dark Willow,Shadow Realm,"En inglés: Shadow Realm.  Dark Willow retrocede en las sombras\, volviéndose inalcanzable. Su próximo ataque tendrá 600 de alcance de ataque adicional e infligirá daño mágico adicional\, además de finalizar Reino de las Sombras. Las escalas de daño se basan en cuánto tiempo ella permanece bajo los efectos de Reino de las Sombras\, alcanzando el máximo después de 3 s.",https://es.dotabuff.com/assets/skills/dark-willow-shadow-realm-6341-e749c637882dfdf2e7141c9694dbb34703f323671af518938668cb3992057f69.jpg
632,105,Dark Willow,Cursed Crown,"En inglés: Cursed Crown.  Dark Willow lanza una maldición ancestral sobre la unidad objetivo. Tras un breve retraso\, la unidad objetivo y los enemigos cercanos son aturdidos.",https://es.dotabuff.com/assets/skills/dark-willow-cursed-crown-6342-a2207074610e51215f05088a46d64121c374491781d0279cc4de74bfd95be14f.jpg
633,105,Dark Willow,Bedlam,"En inglés: Bedlam.  Dark Willow manda a su espectro mascota a merodear a su alrededor durante unos segundos\, atacando rápidamente a los enemigos cercanos. Alboroto no se puede usar mientras Aterrorizar esté activa.",https://es.dotabuff.com/assets/skills/dark-willow-bedlam-6340-df0e75f15579a8b135442ba0a3f09c127ae6d2b9cb5400ec14e2bc166744e67e.jpg
634,105,Dark Willow,Pixie Dust,"En inglés: Pixie Dust.  Cada vez que una habilidad haga que Dark Willow no se pueda seleccionar como objetivo\, obtendrá un 100 % de regeneración de vida y un 100 % de regeneración de maná mientras dure el estado.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
635,105,Dark Willow,Terrorize,"En inglés: Terrorize.  Dark Willow suelta su espectro mascota para aterrorizar a sus enemigos. Después de un breve retraso\, todos los enemigos en el área objetivo se vuelven temerosos y corren hacia su fuente. Aterrorizar no se puede usar mientras Alboroto esté activa.",https://es.dotabuff.com/assets/skills/dark-willow-terrorize-8340-10b32f4b31a12716bcc2575ce0c44211236c94520f71986e9a691df688cc7e81.jpg
636,106,Dazzle,Poison Touch,"En inglés: Poison Touch.  Lanza un cono de veneno que impacta en múltiples unidades enemigas. Inflige daño con el tiempo y ralentiza a los objetivos. Cada vez que el objetivo es atacado por Dazzle\, la duración del efecto negativo se restablece y se aumenta la ralentización.",https://es.dotabuff.com/assets/skills/dazzle-poison-touch-5233-73aab031681f0b4c4ea1a2d5e8fc256e8e9719ae49a01d5494465d9ddd87e4c6.jpg
637,106,Dazzle,Shallow Grave,"En inglés: Shallow Grave.  Un aliado bendecido con Tumba Vacía\, sin importar cuán cerca esté de la muerte\, nunca morirá mientras esté bajo su protección. La curación de ese aliado también se amplifica con una duración basada en la vida del héroe.",https://es.dotabuff.com/assets/skills/dazzle-shallow-grave-5234-067a9d0a0791a082dcfd30b7e1cb1efeb2fd348f948bacc4df60b685fddc23c3.jpg
638,106,Dazzle,Shadow Wave,"En inglés: Shadow Wave.  Lanza un rayo de energía que salta entre los aliados y los cura al tiempo que daña a las unidades enemigas cercanas. Onda Sombría siempre cura a Dazzle.",https://es.dotabuff.com/assets/skills/dazzle-shadow-wave-5235-0b403f6739a88988ac213eeaa87cb89cf3b0e798b38107d32bd7e110b2584c76.jpg
639,106,Dazzle,Weave,"En inglés: Weave.  Las habilidades de Dazzle aplican Tejer a los aliados y enemigos afectados\, aumentando la armadura de los aliados y reduciendo la de los enemigos. Las instancias múltiples de este efecto son acumulables.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
640,106,Dazzle,Nothl Projection,"En inglés: Nothl Projection.  Dazzle abandona su cuerpo y viaja por el reino de Nothl como un espíritu invulnerable que puede lanzar hechizos\, atacar y usar objetos\, dejando su cuerpo atrás en el mundo con un vínculo visible. Mientras está activa\, las habilidades básicas de Dazzle se potencian: Toque Venenoso maldice a los enemigos\, Tumba Vacía cura al finalizar y Onda Sombría tiene un tiempo de recarga más breve. El efecto se puede finalizar antes de tiempo y Dazzle regresa al cuerpo al final.",https://es.dotabuff.com/assets/skills/dazzle-nothl-projection-1550-9cf87481ba12b07f54f28f5847b08aa7ff5902832da7c29f586246c383641cbb.jpg
641,106,Dazzle,End Projection,"En inglés: End Projection.  Finaliza la estancia de Dazzle en el reino de Nothl y devuelve su espíritu a su cuerpo.",https://es.dotabuff.com/assets/skills/dazzle-end-projection-1551-50af17a18835f7206afae05dbdbfa034abf7602790a7a3c9117f8fda7326e824.jpg
642,107,Enigma,Malefice,"En inglés: Malefice.  Concentra el poder de Enigma en un objetivo\, al que inflige daño y aturde repetidamente en varias ocasiones. Afecta una vez cada 2 / 2 / 2 / 2 s.",https://es.dotabuff.com/assets/skills/enigma-malefice-5146-f7b8ff4e2c7fbb8c739cdefa5a3bc96b41b6ddd3f55a6b345bbe0096ce09af84.jpg
643,107,Enigma,Demonic Summoning,"En inglés: Demonic Conversion.  Invoca a tres fragmentos del propio Enigma a cambio de vida. La vida de los eidolones aumenta un 3 % según la vida actual de Enigma. Estos eidolones están todos bajo el control de Enigma y repetidos ataques con éxito hacen que se multipliquen. Cuando esto ocurre\, se restaura la vida de los eidolones.",https://es.dotabuff.com/assets/skills/enigma-demonic-summoning-5147-5a6e9738c9c3e32d65748782c25d3a0172a54be6d65cc9a69d7040cad89d16a0.jpg
644,107,Enigma,Midnight Pulse,"En inglés: Midnight Pulse.  Cubre un área de resonancias oscuras\, infligiendo 5 / 10 / 15 / 20 + un porcentaje de la vida actual de los enemigos como daño.",https://es.dotabuff.com/assets/skills/enigma-midnight-pulse-5148-8d6d983723551fab73286c975a8a24f03ac883c132249e10dd8faf7164976184.jpg
645,107,Enigma,Gravity Well,"En inglés: Gravity Well.  Los aliados que se encuentren a 500 de distancia de Enigma tienen hasta un 9 / 11 / 13 / 15 % de reducción de daño. El efecto empieza en un 0 % a la distancia máxima y aumenta hasta su valor máximo cuando el aliado está a 200 de distancia. No le afecta a Enigma.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
646,107,Enigma,Black Hole,"En inglés: Black Hole.  CANALIZADA: Invoca un vórtice que absorbe a las unidades enemigas cercanas. Los enemigos afectados por Agujero Negro no pueden moverse\, atacar o lanzar hechizos.",https://es.dotabuff.com/assets/skills/enigma-black-hole-5149-b40171db4695e89bb92ceae48bbd35f5ac5686f4bbda62e8bad7af7a7916ac32.jpg
647,108,Invoker,Quas,"En inglés: Quas  Permite la manipulación de los elementos de hielo. Las instancias activas de Quas otorgan a Invoker regeneración de vida adicional. Otorga fuerza adicional de forma pasiva por cada nivel de Quas.",https://es.dotabuff.com/assets/skills/invoker-quas-5370-341bf6d7fa44d735b550ddb4f7c7120bfc3734a7ffd6d6c77c900016db4f9d60.jpg
648,108,Invoker,Wex,"En inglés: Wex  Permite la manipulación de los elementos de tormenta. Las instancias activas de Wex otorgan a Invoker velocidad de movimiento adicional. Otorga agilidad adicional de forma pasiva por cada nivel deWex.",https://es.dotabuff.com/assets/skills/invoker-wex-5371-491475ca7838c5327fa04aaadf2b8226807d4364ddb122bd2c5a678d8ca2a9dd.jpg
649,108,Invoker,Exort,"En inglés: Exort  Permite la manipulación de los elementos de fuego. Las instancias activas de Exort otorgan a Invoker daño de ataque adicional. Otorga inteligencia adicional de forma pasiva por cada nivel de Exort.",https://es.dotabuff.com/assets/skills/invoker-exort-5372-dd015c5a9ec6b0c5cc2a360e88a28359311d8f0da86b27081d854c9efe766ef1.jpg
650,108,Invoker,Invoke,"En inglés: Invoke.  Combina las propiedades de los elementos actualmente manipulados para crear un nuevo hechizo a disposición de Invoker. El tiempo de recarga de Invocar se reduce en 0.3 s por cada nivel de los orbes.  Pulsa el botón de ayuda para ver la lista de hechizos posibles.",https://es.dotabuff.com/assets/skills/invoker-invoke-5375-262f768792aa5043ca12fd542e55e6366ed35da0fa83d826ee573a5755bc9876.jpg
651,108,Invoker,Cold Snap,"En inglés: Cold Snap.  Invoker extrae el calor de un enemigo y lo hiela hasta los huesos durante un tiempo determinado según el nivel de Quas. El enemigo recibirá daño y quedará congelado brevemente. Si recibe más daño en este estado\, volverá a congelarse y sufrirá daño adicional. Solo se puede congelar al enemigo con cierta frecuencia\, pero el tiempo de recarga de la congelación disminuye según el nivel de Quas.",https://es.dotabuff.com/assets/skills/invoker-cold-snap-5376-28836ffcac617ad74634cd3f81eda5ef2bf9bdbd12f794ee8b28956a5859dff5.jpg
652,108,Invoker,Ghost Walk,"En inglés: Ghost Walk.  Invoker manipula las energías eléctricas y de hielo a su alrededor\, haciendo su cuerpo invisible y obteniendo regeneración de vida y maná. El desequilibrio elemental consecuente ralentiza a los enemigos cercanos según el nivel de Quas y ralentiza también a Invoker según el nivel de Wex.",https://es.dotabuff.com/assets/skills/invoker-ghost-walk-5381-60020e46b95ce9edb180b862866df1487ab94f3a22b8b98e0b65153f9642e786.jpg
653,108,Invoker,Tornado,"En inglés: Tornado.  Desata un veloz tornado que absorbe a las unidades enemigas a su paso\, suspendiéndolas brevemente en el aire antes de dejarlas caer hacia su perdición. Recorre más distancia según el nivel de Wex. Mantiene a los enemigos en el aire por un tiempo que depende del nivel de Quas. Inflige daño base más daño adicional basado en el nivel de Wex.  TIPO DE DISIPACIÓN: Básica.",https://es.dotabuff.com/assets/skills/invoker-tornado-5382-bbe4d3855ab9d45d4fc6315055ed11f4f97a25fd1adf7720a50ac23a884e284e.jpg
654,108,Invoker,E.M.P.,"En inglés: E.M.P..  Invoker acumula una carga de energía electromagnética en el lugar objetivo que detona automáticamente tras 2.9 s. La detonación cubre un área\, drenando maná según el nivel de Wex. Inflige daño por cada punto de maná drenado. Si P.E.M. drena maná de un héroe enemigo\, Invoker obtiene el 25 % del maná drenado.",https://es.dotabuff.com/assets/skills/invoker-e-m-p-5383-88e380494cbc94fecd1a5554656591537640a9bef95a47b8e632496137d69608.jpg
